date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:48:30	8866/8866	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.tooltip.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.tooltip.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:30	216949/216949	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/fullcalendar/fullcalendar.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/fullcalendar/fullcalendar.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/calendar.html)
00:48:30	3314/3314	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.resize.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.resize.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:30	23809/23809	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.pie.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.pie.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:30	13141/13141	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.selection.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.selection.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:31	7090/7090	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.stack.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.stack.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:31	6919/6919	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.orderBars.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.orderBars.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:31	5419/5419	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.crosshair.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/flot-charts/jquery.flot.crosshair.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:31	6344/6344	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/flot.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/flot.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-flot.html)
00:48:32	3281/3281	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/morris.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/morris.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-morris.html)
00:48:32	11512/11512	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/chartist/chartist.min.css	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/chartist/chartist.min.css	(from https://coderthemes.com/adminto/layouts/horizontal/charts-chartist.html)
00:48:33	40352/40352	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/chartist/chartist.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/chartist/chartist.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-chartist.html)
00:48:33	3032/3032	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/chartist/chartist-plugin-tooltip.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/chartist/chartist-plugin-tooltip.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-chartist.html)
00:48:33	9912/9912	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/chartist.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/chartist.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-chartist.html)
00:48:35	3347/3347	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/chartjs.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/chartjs.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-chartjs.html)
00:48:35	62673/62673	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-sparkline/jquery.sparkline.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-sparkline/jquery.sparkline.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-other.html)
00:48:35	2335/2335	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/charts-other.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/charts-other.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-other.html)
00:48:36	3715/3715	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/peity/jquery.peity.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/peity/jquery.peity.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-other.html)
00:48:36	2585/2585	---M--	200	added ('OK')	image/png	etag:%225ebd3c57-a19%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/mail_confirm.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/mail_confirm.png	(from https://coderthemes.com/adminto/layouts/horizontal/pages-confirm-mail.html)
00:48:36	5418/5418	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-152a%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/users/user-8.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/users/user-8.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-projects.html)
00:48:37	2396/2396	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-95c%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/users/user-11.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/users/user-11.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-projects.html)
00:48:37	11742/11742	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/hopscotch/hopscotch.min.css	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/hopscotch/hopscotch.min.css	(from https://coderthemes.com/adminto/layouts/horizontal/extras-tour.html)
00:48:38	22362/22362	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/hopscotch/hopscotch.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/hopscotch/hopscotch.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-tour.html)
00:48:39	647/647	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/tour.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/tour.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-tour.html)
00:48:39	496/496	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/kanban.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/kanban.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-taskboard.html)
00:48:40	226227/226227	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/chart-js/Chart.bundle.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/chart-js/Chart.bundle.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/charts-chartjs.html)
00:48:43	72438/72438	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-11af6%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/attached-files/img-1.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/attached-files/img-1.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-taskdetail.html)
00:48:45	79827/79827	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-137d3%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/attached-files/img-3.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/attached-files/img-3.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-taskdetail.html)
00:48:48	172349/172349	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-2a13d%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/profile.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/profile.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-profile.html)
00:48:49	89232/89232	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-15c90%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/attached-files/img-2.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/attached-files/img-2.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-taskdetail.html)
00:49:01	19565/19565	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-4c6d%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/small/img-1.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/small/img-1.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-profile.html)
00:49:09	29618/29618	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-73b2%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/small/img-2.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/small/img-2.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-profile.html)
00:49:10	19776/19776	---M--	200	added ('OK')	image/jpeg	etag:%225ebd3c57-4d40%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/small/img-3.jpg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/small/img-3.jpg	(from https://coderthemes.com/adminto/layouts/horizontal/extras-profile.html)
00:49:10	692/692	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-1.2.2.css	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-1.2.2.css	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:11	31936/31936	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/gmaps/gmaps.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/gmaps/gmaps.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:11	2222/2222	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/google-maps.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/google-maps.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:13	33323/33323	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-1.2.2.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-1.2.2.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:17	130780/130780	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-us-merc-en.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-us-merc-en.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:17	33856/33856	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-au-mill-en.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-au-mill-en.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:18	62840/62840	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-uk-mill-en.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-uk-mill-en.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:19	2138/2138	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/jvectormap.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/jvectormap.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:20	125547/125547	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-ca-lcc-en.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-ca-lcc-en.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:20	144313/144313	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-world-mill-en.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-vectormap/jquery-jvectormap-world-mill-en.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-maps.html)
00:49:29	6951/6951	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/magnific-popup/magnific-popup.css	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/magnific-popup/magnific-popup.css	(from https://coderthemes.com/adminto/layouts/horizontal/extras-gallery.html)
00:49:30	35445/35445	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/isotope/isotope.pkgd.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/isotope/isotope.pkgd.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-gallery.html)
00:49:32	20216/20216	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/magnific-popup/jquery.magnific-popup.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/magnific-popup/jquery.magnific-popup.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-gallery.html)
00:49:33	573/573	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/gallery.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/gallery.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-gallery.html)
00:49:34	9069/9069	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/email-templates-action.html	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/email-templates-action.html	(from https://coderthemes.com/adminto/layouts/horizontal/extras-email-templates.html)
00:49:34	7103/7103	---M--	200	added ('OK')	image/png	etag:%225ebd3c57-1bbf%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/email/1.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/email/1.png	(from https://coderthemes.com/adminto/layouts/horizontal/extras-email-templates.html)
00:49:34	9863/9863	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/email-templates-alert.html	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/email-templates-alert.html	(from https://coderthemes.com/adminto/layouts/horizontal/extras-email-templates.html)
00:49:35	7934/7934	---M--	200	added ('OK')	image/png	etag:%225ebd3c57-1efe%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/email/2.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/email/2.png	(from https://coderthemes.com/adminto/layouts/horizontal/extras-email-templates.html)
00:49:36	17121/17121	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/email-templates-billing.html	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/email-templates-billing.html	(from https://coderthemes.com/adminto/layouts/horizontal/extras-email-templates.html)
00:49:36	9056/9056	---M--	200	added ('OK')	image/png	etag:%225ebd3c57-2360%22	https://coderthemes.com/adminto/layouts/horizontal/assets/images/email/3.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/images/email/3.png	(from https://coderthemes.com/adminto/layouts/horizontal/extras-email-templates.html)
00:49:36	5339/5339	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:56%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-countdown/jquery.countdown.min.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/jquery-countdown/jquery.countdown.min.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-comingsoon.html)
00:49:39	350/350	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2014%20May%202020%2012:40:55%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/js/pages/countdown.init.js	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/js/pages/countdown.init.js	(from https://coderthemes.com/adminto/layouts/horizontal/extras-comingsoon.html)
00:49:48	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:08%20GMT	https://coderthemes.com/adminto/layouts/horizontal/Edge/	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/Edge/index.html	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/custombox/custombox.min.js)
00:49:48	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:07%20GMT	https://coderthemes.com/adminto/layouts/horizontal/Trident/	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/Trident/index.html	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/custombox/custombox.min.js)
00:49:48	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:07%20GMT	https://coderthemes.com/adminto/layouts/horizontal/GET	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/GET	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/custombox/custombox.min.js)
00:49:48	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:10%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/32px.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/32px.png	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/style.css)
00:49:49	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:10%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/throbber.gif	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/throbber.gif	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/style.css)
00:49:49	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:10%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/40px.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/40px.png	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/treeview/style.css)
00:49:50	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:11%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/img/switch.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/img/switch.png	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/multiselect/multi-select.css)
00:49:51	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:12%20GMT	https://coderthemes.com/adminto/layouts/horizontal/isDSTShifted%20is%20deprecated.%20See%20http://momentjs.com/guides/	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/isDSTShifted%20is%20deprecated.%20See%20http_/momentjs.com/guides/index.html	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/moment/moment.js)
00:49:51	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:13%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.eot	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.eot	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/dropify/dropify.min.css)
00:49:52	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:13%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.woff	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.woff	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/dropify/dropify.min.css)
00:49:52	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:13%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.ttf	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.ttf	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/dropify/dropify.min.css)
00:49:52	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:13%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.svg	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/fonts/dropify.svg	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/dropify/dropify.min.css)
