date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:49:53	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:14%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/img/loading.gif	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/img/loading.gif	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/x-editable/bootstrap-editable.css)
00:49:53	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:14%20GMT	https://coderthemes.com/adminto/layouts/horizontal/blots/	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/blots/index.html	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/quill/quill.min.js)
00:49:53	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:14%20GMT	https://coderthemes.com/adminto/layouts/horizontal/formats/	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/formats/index.html	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/quill/quill.min.js)
00:49:54	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:15%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/img/clear.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/img/clear.png	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/x-editable/bootstrap-editable.css)
00:49:55	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:15%20GMT	https://coderthemes.com/adminto/layouts/horizontal/xl/worksheets/sheet1.xml	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/xl/worksheets/sheet1.xml	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/datatables/buttons.html5.min.js)
00:49:55	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:16%20GMT	https://coderthemes.com/adminto/layouts/horizontal/xl/workbook.xml	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/xl/workbook.xml	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/datatables/buttons.html5.min.js)
00:49:57	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:17%20GMT	https://coderthemes.com/adminto/layouts/horizontal/xl/styles.xml	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/xl/styles.xml	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/datatables/buttons.html5.min.js)
00:49:57	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:18%20GMT	https://coderthemes.com/adminto/layouts/horizontal/[Content_Types].xml	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/[Content_Types].xml	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/datatables/buttons.html5.min.js)
00:49:57	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:18%20GMT	https://coderthemes.com/adminto/layouts/horizontal/buttons.pdf	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/buttons.pdf	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/datatables/buttons.html5.min.js)
00:50:00	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:20%20GMT	https://coderthemes.com/adminto/layouts/horizontal/HEAD	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/HEAD	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/pdfmake/pdfmake.min.js)
00:50:04	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:20%20GMT	https://coderthemes.com/adminto/layouts/horizontal/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/pdfmake/pdfmake.min.js)
00:50:04	177/177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2017:23:25%20GMT	https://coderthemes.com/adminto/layouts/horizontal/assets/libs/img/sprite-green.png	C:/xampp/htdocs/laravel/covid19/template/Covid19/coderthemes.com/adminto/layouts/horizontal/assets/libs/img/sprite-green.png	(from https://coderthemes.com/adminto/layouts/horizontal/assets/libs/hopscotch/hopscotch.min.css)
